ID,出典,問題文,正解,誤答1,誤答2,誤答3,意味・分類タグ,文意訳（ヒント）,解説,,,,,,,,,,,,,,,,
514,2025-2,There are ( ) good reasons for studying a foreign language...,a number of,the other of,the most of,a kind of,熟語・多数の,外国語を学ぶのには多くの正当な理由があります。,【正解のポイント】たくさんの。a number of（多数の）。numberの前にaがつくと「多くの」、theがつくと「～の数（the number of）」。,,,,,,,,,,,,,,,,
515,2025-2,"( ), there are other types of inventions that were created by chance.",On the other hand,As a result,In other words,In the same way,長文語彙・他方では,（エジソンのように意図した発明がある一方）他方では、偶然に作られた発明もあります。,【正解のポイント】長文（A Toy Made from a Spring）の接続詞。対比を表すOn the other hand（他方では）。by chance（偶然に）がキーワード。,,,,,,,,,,,,,,,,
516,2025-2,"One day, while he was dealing with a spring, he ( ) from a shelf.",accidentally dropped it,took some books,suddenly heard some noise,picked up one document,長文語彙・うっかり落とす,ある日、バネを扱っている最中に、彼は棚からそれをうっかり落としてしまいました。,【正解のポイント】文脈理解。by chance（偶然）の具体例。accidentally（誤って、偶然）dropped it。,,,,,,,,,,,,,,,,
517,2025-2,Their ears are located at different heights... This makes the time at which ( ) different.,sound arrives at each ear,animals make some noise,owls sleep in the day,their eye recognizes the light,長文語彙・音が届く,耳の高さが違うので、音がそれぞれの耳に届く時間が異なります。,【正解のポイント】長文（Learning from Owls）。フクロウの聴覚の仕組み。位置が違う＝到達時間がずれる（time lag）。,,,,,,,,,,,,,,,,
518,2025-2,"The research could help reduce noise from airplanes... ( ), many people hope for progress in this technology.",Therefore,In spite of this,To begin with,Even so,長文語彙・それゆえ,この研究は飛行機の騒音を減らすのに役立つかもしれません...それゆえ、多くの人々はこの技術の進歩を望んでいます。,【正解のポイント】因果関係。Therefore（それゆえに）。騒音が減る（原因）→人々が期待する（結果）。,,,,,,,,,,,,,,,,
519,2025-2,...one idea that is often discussed is whether only humans can ( )...,recognize themselves,see in the dark,swim backwards,use tools,長文語彙・自己認識,...よく議論される考えの一つは、人間だけが自分自身を認識できるのかどうかということです。,【正解のポイント】長文（The Mirror Test）のテーマ。recognize themselves（自分自身を認識する）。鏡を見て「これは自分だ」とわかる能力。,,,,,,,,,,,,,,,,
520,2025-2,"If the animal tries to remove the mark on its body, it shows that the animal ( ).",recognizes itself,hates the mirror,is feeling sick,wants to fight,長文語彙・自分だとわかる,もし動物が体についたマークを取ろうとするなら、それはその動物が自分自身を認識していることを示します。,【正解のポイント】ミラーテストの論理。鏡の中の像＝自分だとわかっているから、自分の体についた汚れ（マーク）を取ろうとする。,,,,,,,,,,,,,,,,
521,2025-2,"However, they did not act the same way when pictures of other fish with a mark were shown. This suggests that they ( ).",recognize differences between themselves and other fish,cannot see clearly underwater,prefer looking at pictures,think all fish look the same,長文語彙・違いを認識する,しかし、マークのついた他の魚の写真を見せられた時は同じ行動をしませんでした。これは、彼らが自分と他の魚の違いを認識していることを示唆しています。,【正解のポイント】実験結果の考察。自分には反応するが、他者には反応しない＝区別がついている。,,,,,,,,,,,,,,,,
522,2025-2,"Moreover, vision is not the main sense for all animals. Some animals rely more on smell... so failing the mirror test ( ).",does not always mean they cannot recognize themselves,means they are not intelligent,shows they are blind,proves only humans are smart,長文語彙・必ずしも～ではない,さらに、視覚はすべての動物にとって主要な感覚ではありません...だからミラーテストに失敗したからといって、必ずしも自己認識ができないわけではありません。,【正解のポイント】テストの限界。not always（部分否定）。視覚以外の感覚（嗅覚など）で自己認識している可能性を示唆。,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
